Faculty Name,County Name,Beginning Date Q1,Ending Date Q1,Type of Hospital,Teaching/Rural Hospital,Available Beds Q1,Staff Beds Q1,Total Outpatient Visits Q1,Total Gross Inpatient Revenue Q1,Total Patient (Census) Days,Total Gross Outpatient Revenue Q1,Total Deductions from Revenue Q1,Total Capitation Premium Revenue Q1,Total Net Patient Revenue Q1,Total Operating Expenses Q1,Expenses (Inpatient) Q1,Expenses (Outpatient) Q1,PPC Expenses Q1,Log Total Outpatient Visits Q1,Log Total Gross Inpatient Revenue Q1,Log Total Patient (Census) Days Q1,Log Total Gross Outpatient Revenue Q1,Log Total Deductions from Revenue Q1,Log Total Capitation Premium Revenue Q1,Log Total Deductions from Revenue Q1,Log Total Net Patient Revenue Q1,Log Total Operating Expenses Q1,Log Expenses (Inpatient) Q1,Log Expenses (Outpatient) Q1,Log PPC Expenses Q1,Beginning Date Q2,Ending Date Q2,Available Beds Q2,Staff Beds Q2,Total Outpatient Visits Q2,Total Gross Inpatient Revenue Q2,Total Patient (Census) Days Q2,Total Gross Outpatient Revenue Q2,Total Deductions from Revenue Q2,Total Capitation Premium Revenue Q2,Total Net Patient Revenue Q2,Total Operating Expenses Q2,Inpatient Expenses Q2,Outpatient Expenses Q2,PCC Expenses Q2,Log Total Outpatient Visits Q2,Log Total Gross Inpatient Revenue Q2,Log Total Patient (Census) Days Q2,Log Total Gross Outpatient Revenue Q2,Log Total Deductions from Revenue Q2,Log Total Capitation Premium Revenue Q2,Log Total Deductions from Revenue Q2,Log Total Net Patient Revenue Q2,Log Total Operating Expenses Q2,Log Expenses (Inpatient) Q2,Log Expenses (Outpatient) Q2,Log PPC Expenses Q2
BUTTE COUNTY MENTAL HEALTH - PHF,Butte,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,1033361,448,0,0,0,1033361,226503,0,0,0,0,13.84832812,6.107022888,0,15.17516855,15.46989946,15.17516855,13.84832812,12.33051788,0,0,0,4/1/2024,6/30/2024,16,16,0,1383966,600,0,0,0,1383966,2430144,0,0,0,0,14.14046457,6.398594935,0,17.6285164,14.47025573,17.6285164,14.14046457,14.70346148,0,0,0
CALIFORNIA HOSPITAL MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,318,226,20328,267259547,18758,169316968,327655289,33717534,142638760,145092488,0,0,0,9.919803717,19.40373083,9.839428916,18.94728307,19.61928964,17.47772301,19.61928964,18.77582585,18.79288195,0,0,0,4/1/2024,6/30/2024,318,223,21252,275687452,18517,183234140,328797540,35116526,165240578,155519572,0,0,0,9.964253341,19.43477837,9.826498511,19.02627535,19.73999066,17.42754077,19.73999066,18.92291302,18.86228215,0,0,0
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,San Francisco,1/1/2024,3/31/2024,Comparable,N/A,120,84,12368,110205992,6515,70329149,131853723,0,48681418,62465191,0,0,0,9.422948621,18.51786184,8.78201597,18.06869692,18.72631509,15.46989946,18.72631509,17.70080798,17.95012003,0,0,0,4/1/2024,6/30/2024,120,80,13871,105719450,6146,71894822,134119328,0,43494944,57461045,0,0,0,9.537627699,18.47629945,8.723719437,18.09071482,19.0051602,14.47025573,19.0051602,17.58815528,17.86661782,0,0,0
CALIFORNIA PACIFIC MEDICAL CENTER - VAN NESS CAMPUS,San Francisco,1/1/2024,3/31/2024,Comparable,N/A,455,401,52002,614456065,32305,387555569,674123597,13844899,341732936,378804817,0,0,0,10.85905669,20.23624799,10.38300825,19.7753698,20.33468507,16.76387771,20.33468507,19.6495401,19.75253164,0,0,0,4/1/2024,6/30/2024,455,386,55270,600044146,30989,398752726,683900018,13933634,328830488,348255502,0,0,0,10.92000364,20.21251379,10.34141985,19.80385205,20.40743992,16.5792027,20.40743992,19.61105294,19.66844697,0,0,0
CALIFORNIA REHABILITATION INSTITUTE,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,138,138,1969,171882476,12017,753261,134680216,0,37955521,35325442,0,0,0,7.585788822,18.96232153,9.394160805,13.53216839,18.74692281,15.46989946,18.74692281,17.45192556,17.38011403,0,0,0,4/1/2024,6/30/2024,138,138,2276,176449598,12208,876554,136820613,0,40505539,32855847,0,0,0,7.730614066,18.98854584,9.409928664,13.68375473,19.02010483,14.47025573,19.02010483,17.51694931,17.30764031,0,0,0
CANYON RIDGE HOSPITAL,San Bernardino,1/1/2024,3/31/2024,Comparable,N/A,157,147,3528,22859078,12697,2586600,10100373,0,15345305,9350726,0,0,269382,8.168769824,16.94485893,9.44919978,14.76585522,16.4542274,15.46989946,16.4542274,16.54632019,16.05096465,0,0,12.50388944,4/1/2024,6/30/2024,157,147,3260,22984200,12760,2387820,9707969,0,15664051,9444020,0,0,178637,8.089789176,16.95031762,9.454148924,14.68589179,17.82274059,14.47025573,17.82274059,16.56687896,16.0608924,0,0,12.09311669
CASA COLINA HOSPITAL AND CENTER FOR HEALTH CARE,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,99,99,42393,39898752,6582,36706208,54595584,0,22009376,24194161,0,0,0,10.65476212,17.50185563,8.792245847,17.41845648,17.88437397,15.46989946,17.88437397,16.90697915,17.00162192,0,0,0,4/1/2024,6/30/2024,99,99,43558,38687488,6244,36347840,51955079,0,23080249,24602928,0,0,0,10.68187162,17.47102682,8.739536423,17.40864537,18.39270749,14.47025573,18.39270749,16.95448783,17.01837606,0,0,0
"CASA PALMERA CARE CENTER, LLC",San Diego,1/1/2024,3/31/2024,Comparable,N/A,70,70,2009,20502718,5464,2886809,17382920,0,6006607,3787547,0,0,0,7.605890001,16.83606807,8.606119401,14.87566264,16.87317394,15.46989946,16.87317394,15.60837075,15.1472294,0,0,0,4/1/2024,6/30/2024,70,70,2433,23043209,6038,3424081,19989075,0,6478215,3640236,0,0,0,7.797291274,16.95288171,8.705993714,15.04634396,17.99412631,14.47025573,17.99412631,15.68395572,15.10755935,0,0,0
CEDARS-SINAI MARINA DEL REY HOSPITAL,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,103,75,14261,127339240,4754,129862111,205252135,0,51949216,58553507,0,0,0,9.565353937,18.66236527,8.466951975,18.68198377,19.15854789,15.46989946,19.15854789,17.7657772,17.88545156,0,0,0,4/1/2024,6/30/2024,103,75,14370,133311210,4982,140345819,233918901,0,39738128,46600786,0,0,0,9.572967566,18.70819689,8.513787398,18.75962008,19.44745776,14.47025573,19.44745776,17.49782171,17.65712799,0,0,0
CEDARS-SINAI MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,Teaching,915,915,258826,4334476641,74907,2697075476,5890335630,8984779,1150201266,1064125751,0,0,0,12.46391516,22.18986671,11.22401597,21.71543387,22.49723983,16.46978453,22.49723983,20.86320278,20.78541941,0,0,0,4/1/2024,6/30/2024,915,915,257431,4250567454,73570,2771313771,5823661985,8981671,1207200911,1131559452,0,0,0,12.45851089,22.17031833,11.20600621,21.74258733,22.4929413,16.20485327,22.4929413,20.91157022,20.84686257,0,0,0
CENTINELA HOSPITAL MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,336,242,10964,250538630,16938,48408745,228359676,0,70587699,67332418,0,0,0,9.302463661,19.33912368,9.737373935,17.69519106,19.26334447,15.46989946,19.26334447,18.07236647,18.02515239,0,0,0,4/1/2024,6/30/2024,336,245,11119,248966605,17563,47886958,222936508,0,73917055,66782069,0,0,0,9.316500568,19.33282933,9.773606632,17.68435377,19.40732878,14.47025573,19.40732878,18.11845416,18.01694519,0,0,0
CENTRAL STAR PSYCHIATRIC HEALTH FACILITY,Fresno,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,14,0,1646405,1187,0,0,0,1646405,1585255,0,0,190428,0,14.31410529,7.0800265,0,15.17516855,15.46989946,15.17516855,14.31410529,14.27625647,0,0,12.1570347,4/1/2024,6/30/2024,16,11,0,1667347,968,0,0,0,1667347,1484422,0,0,203246,0,14.3267449,6.876264612,0,17.6285164,14.47025573,17.6285164,14.3267449,14.2105367,0,0,12.22217727
CENTRAL VALLEY SPECIALTY HOSPITAL,Stanislaus,1/1/2024,3/31/2024,Comparable,N/A,96,96,0,72111310,8899,0,50477915,0,21633395,15111789,0,0,0,0,18.09372147,9.093806556,0,17.81137415,15.46989946,17.81137415,16.88974879,16.53098579,0,0,0,4/1/2024,6/30/2024,96,96,0,59519008,8876,0,41663306,0,17855702,15722815,0,0,0,0,17.9018063,9.091218941,0,18.28083993,14.47025573,18.28083993,16.69783351,16.57062346,0,0,0
CHAPMAN GLOBAL MEDICAL CENTER,Orange,1/1/2024,3/31/2024,Comparable,N/A,100,100,1910,44672993,4603,12880394,45153884,0,12399503,13907906,0,0,191883,7.555381944,17.61487972,8.43468077,16.37121695,17.70832516,15.46989946,17.70832516,16.33316703,16.44796809,0,0,12.1646463,4/1/2024,6/30/2024,100,100,2112,38901359,4289,13918432,45230322,0,7589469,13667005,0,0,164173,7.655864018,17.47653977,8.364042012,16.44872463,18.3210447,14.47025573,18.3210447,15.84227232,16.43049516,0,0,12.00868212
CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,Santa Clara,1/1/2024,3/31/2024,Comparable,N/A,27,27,0,6173200,2110,0,2321000,0,3852200,3058541,0,0,0,0,15.63572806,7.654917048,0,15.64261481,15.46989946,15.64261481,15.16415523,14.93344889,0,0,0,4/1/2024,6/30/2024,27,27,0,6479800,2208,0,2428800,0,4051000,3170175,0,0,0,0,15.68420036,7.700295203,0,17.68075968,14.47025573,17.68075968,15.21447457,14.96929766,0,0,0
CHILDREN'S HOSPITAL AT MISSION,Orange,1/1/2024,3/31/2024,Comparable,N/A,54,28,4858,60694936,2521,38994974,73880029,0,25809881,19872748,0,0,0,8.488587934,17.92137084,7.832807517,17.47894335,18.16932919,15.46989946,18.16932919,17.066268,16.80485995,0,0,0,4/1/2024,6/30/2024,54,25,4854,54075801,2271,40518903,67417539,0,27177165,19376299,0,0,0,8.487764381,17.80589736,7.72841578,17.51727919,18.54027456,14.47025573,18.54027456,17.11788769,16.77956123,0,0,0
CHILDREN'S HOSPITAL LOS ANGELES,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,386,386,111540,795175883,30011,310419737,771111662,0,334483958,468651695,0,0,0,11.62214752,20.49407389,10.30935258,19.55343593,20.468382,15.46989946,20.468382,19.62809948,19.9653704,0,0,0,4/1/2024,6/30/2024,386,386,114949,771898300,29425,320955865,759236628,0,333617537,467991399,0,0,0,11.65225253,20.46436336,10.28963392,19.58681418,20.5057601,14.47025573,20.5057601,19.6255058,19.96396048,0,0,0
CHILDREN'S HOSPITAL OF ORANGE COUNTY,Orange,1/1/2024,3/31/2024,Comparable,N/A,334,334,69818,727516729,21257,418914066,897916904,18869670,267383561,256594496,0,0,0,11.15366146,20.40514755,9.964488574,19.85317637,20.61991637,16.99770385,20.61991637,19.40419475,19.36300756,0,0,0,4/1/2024,6/30/2024,334,334,64145,729816146,19803,396726179,876570351,20215369,270187343,243162087,0,0,0,11.06891701,20.40830321,9.893639216,19.79875688,20.64190036,16.91289743,20.64190036,19.41462614,19.30923881,0,0,0
CHINESE HOSPITAL,San Francisco,1/1/2024,3/31/2024,Comparable,N/A,80,36,26804,24004082,3198,42816133,55971701,13476248,24324762,37858234,0,0,1446038,10.19634372,16.9937345,8.07059354,17.57242555,17.90762868,16.74436189,17.90762868,17.00700544,17.44935908,0,0,14.18433865,4/1/2024,6/30/2024,80,36,25348,24696871,3211,43318364,57606620,15636971,26045586,39205417,0,0,1506728,10.14049456,17.02218715,8.074649075,17.58408724,18.44919996,16.68122657,18.44919996,17.07535891,17.48432551,0,0,14.22545163
CHINO VALLEY MEDICAL CENTER,San Bernardino,1/1/2024,3/31/2024,Comparable,N/A,112,112,11004,71074885,3846,59429123,105926148,0,24577860,21857381,0,0,0,9.306104994,18.07924461,8.255048903,17.90029497,18.51436241,15.46989946,18.51436241,17.01735664,16.90004927,0,0,0,4/1/2024,6/30/2024,112,112,11372,73088963,4077,60128891,106512519,0,26705335,21203317,0,0,0,9.338997404,18.10718794,8.313361951,17.91200102,18.83806703,14.47025573,18.83806703,17.10037395,16.86966824,0,0,0
CIRBY HILLS BEHAVIORAL HEALTH - PHF,Placer,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,1389330,1407,0,0,0,1389330,1211127,0,0,0,0,14.14433289,7.249925537,0,15.17516855,15.46989946,15.17516855,14.14433289,14.00706271,0,0,0,4/1/2024,6/30/2024,16,16,0,1398298,1384,0,0,0,1398298,1914590,0,0,0,0,14.15076706,7.233455419,0,17.6285164,14.47025573,17.6285164,14.15076706,14.46501458,0,0,0
CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,232,232,75988,674887318,19641,1577348536,1619772304,0,632463550,682874210,0,0,0,11.23834387,20.3300563,9.88542541,21.17901113,21.20795311,15.46989946,21.20795311,20.26513315,20.34182123,0,0,0,4/1/2024,6/30/2024,232,232,76444,721371205,20412,1706033914,1728082950,0,699322169,680983310,0,0,0,11.24432681,20.39666441,9.923927232,21.25743717,21.29614714,14.47025573,21.29614714,20.3656221,20.33904836,0,0,0
CLOVIS COMMUNITY MEDICAL CENTER,Fresno,1/1/2024,3/31/2024,Comparable,N/A,352,325,56715,459525725,29241,433909021,690219514,11078,203226310,196426290,0,0,13144284,10.94581164,19.94570549,10.28336131,19.88834544,20.35814731,15.47201544,20.35814731,19.12983075,19.09579781,0,0,16.39149762,4/1/2024,6/30/2024,352,318,60841,454106140,28607,440289848,717233431,6931,177169488,192269208,0,0,12931700,11.01603562,19.93384152,10.26144168,19.90294382,20.45213902,14.47385043,20.45213902,18.9926174,19.07440708,0,0,16.3751923
COALINGA REGIONAL MEDICAL CENTER,Fresno,1/1/2024,3/31/2024,Comparable,Rural,123,123,7039,18051509,5856,11769534,19383678,0,10437365,12616230,0,0,0,8.859363449,16.7087399,8.675392806,16.28102497,16.96304242,15.46989946,16.96304242,16.16090281,16.35049472,0,0,0,4/1/2024,6/30/2024,123,123,6659,17819948,5769,12491848,19702880,0,10608916,13324499,0,0,0,8.803874764,16.69582912,8.66042736,16.34058691,17.98973224,14.47025573,17.98973224,16.17720543,16.405115,0,0,0
COALINGA STATE HOSPITAL,Fresno,1/1/2024,3/31/2024,State Hospitals,N/A,1380,1380,0,73353775,118225,0,0,0,73353775,105072735,0,0,0,0,18.11080454,11.68035333,0,15.17516855,15.46989946,15.17516855,18.11080454,18.47016339,0,0,0,4/1/2024,6/30/2024,1350,1350,0,73393600,117922,0,0,0,73393600,106048161,0,0,0,0,18.11134731,11.67778715,0,17.6285164,14.47025573,17.6285164,18.11134731,18.47940391,0,0,0
COAST PLAZA HOSPITAL,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,105,43,2717,47944612,3827,18188981,55741130,0,10392463,12322017,0,0,0,7.907651595,17.68555701,8.250097753,16.71632658,17.90376983,15.46989946,17.90376983,16.15659149,16.3268983,0,0,0,4/1/2024,6/30/2024,105,40,3005,44319316,3630,18706889,54410501,0,8615704,11376566,0,0,0,8.00836557,17.60693119,8.197263371,16.74440246,18.41764473,14.47025573,18.41764473,15.96909726,16.24706627,0,0,0
COLLEGE HOSPITAL,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,187,187,10880,33438441,16277,5809718,19544402,0,19703757,18427402,0,0,0,9.294773428,17.32521675,9.697569782,15.57504276,16.96992308,15.46989946,16.96992308,16.79631994,16.72934941,0,0,0,4/1/2024,6/30/2024,187,187,12157,33494437,16252,8729599,21900803,0,20323233,18750175,0,0,0,9.405742668,17.32688995,9.696032786,15.98223011,18.02299273,14.47025573,18.02299273,16.82727532,16.7467137,0,0,0
COLLEGE HOSPITAL COSTA MESA,Orange,1/1/2024,3/31/2024,Comparable,N/A,122,115,3742,25954425,10401,1969927,13721576,0,14202776,27897313,0,0,594015,8.227642708,17.07185271,9.249753374,14.49350755,16.68434294,15.46989946,16.68434294,16.46894807,17.14404097,0,0,13.29466153,4/1/2024,6/30/2024,122,115,3824,25717164,10397,2671579,-45286357,0,73675100,22385500,0,0,597444,8.249313746,17.06266923,9.249368759,14.79818062,0,14.47025573,0,18.11517546,16.92392403,0,0,13.30041751
COLLEGE MEDICAL CENTER,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,221,221,2162,55245640,14839,11376008,42298983,0,24322665,31894244,0,0,0,7.679251426,17.8273,9.605081517,16.24701722,17.6483571,15.46989946,17.6483571,17.00691923,17.27793614,0,0,0,4/1/2024,6/30/2024,221,221,2128,56946654,15423,12323176,44609886,0,24659944,32154292,0,0,0,7.663407665,17.85762551,9.643680017,16.32699236,18.31416672,14.47025573,18.31416672,17.02069083,17.28605653,0,0,0
COLORADO RIVER MEDICAL CENTER,San Bernardino,1/1/2024,3/31/2024,Comparable,Rural,25,2,1215,825768,114,6701519,5612228,0,1915059,2384976,0,0,0,7.103322063,13.62407035,4.744932128,15.71784492,16.06754829,15.46989946,16.06754829,14.46525951,14.68470004,0,0,0,4/1/2024,6/30/2024,25,2,1209,781963,119,7261160,5046030,0,2997093,2365093,0,0,0,7.098375639,13.56956398,4.787491743,15.79805029,17.73415932,14.47025573,17.73415932,14.91315371,14.67632833,0,0,0
COLUSA MEDICAL CENTER,Colusa,1/1/2024,3/31/2024,Comparable,Rural,48,48,14897,8860118,1516,13753191,14676405,0,7936904,7936904,0,0,0,9.608982255,15.99707075,7.324489979,16.4367815,16.73712611,15.46989946,16.73712611,15.88703396,15.88703396,0,0,0,4/1/2024,6/30/2024,48,48,15411,10061066,1736,15710706,16381948,0,9389824,6848060,0,0,0,9.642901706,16.12418378,7.459914766,16.56985301,17.93728068,14.47025573,17.93728068,16.05513721,15.7394761,0,0,0
COMMUNITY HOSPITAL OF HUNTINGTON PARK,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,81,81,8642,66675274,3661,45203957,99031613,0,12847618,13446778,0,0,0,9.064505024,18.01534475,8.205764725,17.62669521,18.44952545,15.46989946,18.44952545,16.36866906,16.41425016,0,0,0,4/1/2024,6/30/2024,81,81,9326,65219723,3564,48619495,100869955,0,12969263,13794780,0,0,0,9.140668699,17.9932725,8.178919333,17.69953516,18.80018724,14.47025573,18.80018724,16.37809281,16.43980089,0,0,0
COMMUNITY HOSPITAL OF SAN BERNARDINO,San Bernardino,1/1/2024,3/31/2024,Comparable,N/A,345,247,13035,245164803,20462,106359634,253907850,39104,97655691,79840501,0,0,0,9.47547004,19.31744121,9.926373656,18.48233669,19.36770516,15.47734868,19.36770516,18.3969585,18.19554148,0,0,0,4/1/2024,6/30/2024,345,249,18244,254545911,20651,118963149,268526447,24729,105007342,82766800,0,0,0,9.811646349,19.35499178,9.935567446,18.59432434,19.5643072,14.48302244,19.5643072,18.46954084,18.23153758,0,0,0
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,Monterey,1/1/2024,3/31/2024,Comparable,N/A,260,260,102120,465539013,19712,298988136,553439996,0,211087153,195435029,0,0,0,11.53391366,19.95870646,9.889033596,19.51591445,20.1386768,15.46989946,20.1386768,19.16778166,19.09073855,0,0,0,4/1/2024,6/30/2024,260,260,130781,467034972,18829,304261090,551769105,0,219526957,198061672,0,0,0,11.78128709,19.9619147,9.843206622,19.53339674,20.20752057,14.47025573,20.20752057,19.2069856,19.10408902,0,0,0
COMMUNITY MEMORIAL HOSPITAL - OJAI,Ventura,1/1/2024,3/31/2024,Comparable,Rural,100,81,9713,14453534,7234,8294110,12301980,82432,10528096,13030150,0,0,0,9.181323423,16.48644958,8.886685639,15.9310563,16.60032678,15.48553827,16.60032678,16.16955815,16.38277654,0,0,0,4/1/2024,6/30/2024,100,80,10380,14501453,7219,8395633,12639272,83372,10341186,13023447,0,0,0,9.247732491,16.48975948,8.884610232,15.94322237,17.8746705,14.51266171,17.8746705,16.15164522,16.38226198,0,0,0
COMMUNITY MEMORIAL HOSPITAL OF SAN BUENAVENTURA,Ventura,1/1/2024,3/31/2024,Comparable,N/A,250,142,122531,192903862,12848,249892113,304130781,1142892,139808086,140775747,0,0,0,11.7161275,19.0777025,9.461021266,19.33653984,19.54569359,15.66754557,19.54569359,18.75578123,18.76267874,0,0,0,4/1/2024,6/30/2024,250,149,127315,203859361,13508,256963056,314677270,1155102,147300249,147214087,0,0,0,11.75442746,19.13294091,9.511111409,19.36444289,19.70151355,14.94036028,19.70151355,18.80798358,18.80739847,0,0,0
COMMUNITY REGIONAL MEDICAL CENTER - FRESNO,Fresno,1/1/2024,3/31/2024,Comparable,Teaching,921,870,72061,1174685700,79045,476833782,1149521676,5780,502003586,412957151,0,0,46503411,11.18528214,20.88426646,11.27778524,19.98267852,20.86599428,15.47100404,20.86599428,20.03411782,19.8388544,0,0,17.65503624,4/1/2024,6/30/2024,921,828,74939,1142861757,75291,506029357,1287691160,3145,361203099,386520059,0,0,45286778,11.22444307,20.85680127,11.22912917,20.04210525,21.01068101,14.47188846,21.01068101,19.70495096,19.77269433,0,0,17.62852569
CONTRA COSTA REGIONAL MEDICAL CENTER,Contra Costa,1/1/2024,3/31/2024,Comparable,N/A,167,124,150692,88374863,10596,125905241,109696557,0,104583547,195407601,0,0,33130458,11.92299993,18.29709814,9.268326221,18.65104013,18.54811852,15.46989946,18.54811852,18.46549681,19.0905982,0,0,17.31596363,4/1/2024,6/30/2024,147,147,140237,87566661,11336,128821513,80264314,0,136123860,207284041,0,0,0,11.85109626,18.28791091,9.335826992,18.67393839,18.64822,14.47025573,18.64822,18.72907577,19.14960059,0,0,0
CORONA REGIONAL MEDICAL CENTER - MAIN,Riverside,1/1/2024,3/31/2024,Comparable,N/A,259,259,18567,298862725,17109,258834320,497035560,0,60661485,61054889,0,0,0,9.829194948,19.51549492,9.747418367,19.37169873,20.03197777,15.46989946,20.03197777,17.92081956,17.92728385,0,0,0,4/1/2024,6/30/2024,259,259,19786,304031742,17094,262489975,500976967,0,65544750,65969281,0,0,0,9.892780435,19.53264267,9.746541302,19.38572345,20.1186117,14.47025573,20.1186117,17.99824369,18.00469977,0,0,0
CRESTWOOD PSYCHIATRIC HEALTH FACILITY - BAKERSFIELD,Kern,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,1100495,1069,0,0,0,1100495,1145586,0,0,176250,0,13.91127155,6.975413927,0,15.17516855,15.46989946,15.17516855,13.91127155,13.95142773,0,0,12.07966439,4/1/2024,6/30/2024,16,16,0,1239533,1188,0,0,0,1239533,1210379,0,0,180883,0,14.03024606,7.080867897,0,17.6285164,14.47025573,17.6285164,14.03024606,14.00644492,0,0,12.10561122
CRESTWOOD PSYCHIATRIC HEALTH FACILITY - CARMICHAEL,Sacramento,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,1261205,1265,0,0,0,1261205,1175726,0,0,165492,0,14.04757896,7.143617603,0,15.17516855,15.46989946,15.17516855,14.04757896,13.97739724,0,0,12.01668418,4/1/2024,6/30/2024,16,16,0,1266190,1270,0,0,0,1266190,1205172,0,0,166080,0,14.05152374,7.147559271,0,17.6285164,14.47025573,17.6285164,14.05152374,14.00213368,0,0,12.0202309
CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SACRAMENTO,Sacramento,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,1291115,1295,0,0,0,1291115,1308255,0,0,169586,0,14.07101752,7.167037877,0,15.17516855,15.46989946,15.17516855,14.07101752,14.08420551,0,0,12.04112135,4/1/2024,6/30/2024,16,16,0,1296100,1300,0,0,0,1296100,1294164,0,0,158881,0,14.07487108,7.170888479,0,17.6285164,14.47025573,17.6285164,14.07487108,14.07337626,0,0,11.97591707
CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SAN JOSE,Santa Clara,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,1164608,997,0,0,0,1164608,1348243,0,0,171300,0,13.96789597,6.905753276,0,15.17516855,15.46989946,15.17516855,13.96789597,14.11431356,0,0,12.05117752,4/1/2024,6/30/2024,16,16,0,1403916,1194,0,0,0,1403916,1361542,0,0,171300,0,14.15477675,7.085901464,0,17.6285164,14.47025573,17.6285164,14.15477675,14.12412917,0,0,12.05117752
CRESTWOOD SOLANO PSYCHIATRIC HEALTH FACILITY,Solano,1/1/2024,3/31/2024,Psychiatric Health Facilities,N/A,16,16,0,1292502,1198,0,0,0,1292502,1360901,0,0,211200,0,14.07209121,7.089243155,0,15.17516855,15.46989946,15.17516855,14.07209121,14.12365827,0,0,12.26056557,4/1/2024,6/30/2024,16,16,0,1256960,1165,0,0,0,1256960,1328611,0,0,211200,0,14.04420746,7.061334367,0,17.6285164,14.47025573,17.6285164,14.04420746,14.09964535,0,0,12.26056557
DEL AMO HOSPITAL,Los Angeles,1/1/2024,3/31/2024,Comparable,N/A,166,166,3360,27062301,13057,2083496,14904137,0,14241660,11067479,0,0,238390,8.119993828,17.11365225,9.477156252,14.54955829,16.74931413,15.46989946,16.74931413,16.4716821,16.21952164,0,0,12.38166746,4/1/2024,6/30/2024,166,166,3462,27500517,13227,2117385,14862756,0,14755146,11353534,0,0,282183,8.149890544,17.1297154,9.490091074,14.56569287,17.91233727,14.47025573,17.91233727,16.50710253,16.24503971,0,0,12.55031462
DESERT REGIONAL MEDICAL CENTER,Riverside,1/1/2024,3/31/2024,Comparable,N/A,385,292,34538,1129305590,25995,496538527,1440821610,0,185022507,163869055,0,0,0,10.4498444,20.84486876,10.16569796,20.02317164,21.09117893,15.46989946,21.09117893,19.03598804,18.91457823,0,0,0,4/1/2024,6/30/2024,385,286,35179,1084045108,25494,506502489,1420124856,0,170422741,152017556,0,0,0,10.46823302,20.80396535,10.14623763,20.0430398,21.10540173,14.47025573,21.10540173,18.95379263,18.83950658,0,0,0
